timestep,dqn_cumulative_active_nodes_mean,dqn_percent_activated_mean,dqn_reward_mean,graph_cumulative_active_nodes_mean,graph_percent_activated_mean,graph_reward_mean,hillclimb_cumulative_active_nodes_mean,hillclimb_percent_activated_mean,hillclimb_reward_mean,none_cumulative_active_nodes_mean,none_percent_activated_mean,none_reward_mean,whittle_cumulative_active_nodes_mean,whittle_percent_activated_mean,whittle_reward_mean
1,56.28,27.861386138613863,83.55940472902701,57.64,28.534653465346533,86.41962705899245,55.76,27.603960396039607,83.33770560826204,50.84,25.168316831683175,76.02389860822149,55.52,27.485148514851474,82.54160456414463
2,146.68,44.75247524752474,134.8827267665787,151.3,46.36633663366336,140.3300246769011,146.9,45.11881188118813,136.3976363005237,136.0,42.15841584158416,127.05359671095415,146.66,45.118811881188115,135.98560674620958
3,258.3,55.25742574257425,166.7192962363201,265.86,56.71287128712872,171.41593591349613,259.4,55.6930693069307,167.90317737515892,242.58,52.76237623762377,159.28464349737393,258.92,55.5742574257426,167.56779595864293
4,382.88,61.67326732673268,186.0629471596845,392.12,62.50495049504951,188.95033754425396,384.72,62.03960396039604,187.53436107150694,360.22,58.237623762376245,176.15094787974357,384.46,62.148514851485146,187.58032123144758
5,515.36,65.5841584158416,197.9123731911159,525.38,65.97029702970295,199.4071408564639,515.66,64.8217821782178,196.08321055947957,485.58,62.05940594059407,187.35208022335834,515.88,65.05940594059408,196.70527124093195
6,651.86,67.57425742574256,204.04340953284856,661.94,67.60396039603961,204.53501079448813,651.54,67.26732673267327,203.90305481995372,616.12,64.62376237623765,195.55318968536633,651.32,67.04950495049503,203.04907787967218
7,790.58,68.67326732673267,207.33206241943515,799.7,68.1980198019802,206.02448912291754,790.12,68.6039603960396,207.72590708728515,748.1,65.33663366336633,197.91720386945187,788.98,68.14851485148515,206.57318480137616
8,929.74,68.8910891089109,207.82115629549503,939.26,69.08910891089108,208.8151933706926,930.5,69.49504950495047,210.25776543996852,883.94,67.24752475247524,203.67438146130004,927.36,68.5049504950495,206.77938575355503
9,1069.42,69.14851485148515,208.618921223435,1080.32,69.83168316831683,210.91664725546366,1071.54,69.82178217821783,211.21297366035733,1020.34,67.52475247524755,204.50925795695002,1067.54,69.39603960396039,209.68197655082872
10,1210.02,69.60396039603961,210.4028274328454,1221.28,69.78217821782175,210.52631948329343,1211.28,69.1782178217822,208.98082347334787,1158.24,68.26732673267327,206.9938424482673,1208.44,69.75247524752476,210.5521576688053
11,1352.18,70.37623762376236,212.65295265854726,1363.72,70.51485148514853,212.8054071316772,1351.78,69.55445544554455,210.45101854200476,1295.64,68.01980198019801,206.4662844725308,1350.1,70.12871287128712,211.8414717609723
12,1495.02,70.71287128712872,213.59691924141097,1506.14,70.5049504950495,212.42894337206602,1494.1,70.45544554455444,213.3804467008645,1433.88,68.43564356435645,207.10742976930433,1491.36,69.93069306930691,211.23365127304314
13,1639.54,71.54455445544555,215.73072970207937,1648.9,70.67326732673268,213.70413871024925,1635.9,70.19801980198024,212.419345832875,1573.3,69.01980198019804,208.82952819863152,1633.08,70.15841584158414,212.21705259104573
14,1783.1,71.06930693069309,214.21804114673137,1791.48,70.58415841584157,213.41023992646217,1776.62,69.66336633663369,210.51653317668197,1713.22,69.26732673267327,209.3973082970017,1773.14,69.33663366336634,209.65560742434454
15,1925.86,70.67326732673267,213.3646067295905,1936.0,71.54455445544555,216.18418711544462,1916.58,69.2871287128713,209.42454970496942,1852.32,68.86138613861388,208.14360501905173,1913.66,69.56435643564357,210.28833286963965
16,2067.88,70.3069306930693,212.23557147576125,2080.56,71.56435643564356,216.51867654575344,2056.28,69.15841584158414,209.0888360069779,1989.78,68.04950495049506,205.59620456622727,2054.44,69.6930693069307,211.25901712195318
17,2210.56,70.63366336633666,213.34505103541477,2226.0,71.99999999999999,217.80372207052105,2197.02,69.67326732673267,210.27018254344821,2127.72,68.2871287128713,206.50299292290092,2195.54,69.85148514851484,211.0190392061853
18,2352.5,70.26732673267328,212.61680808388886,2371.74,72.14851485148516,218.29270172282725,2338.74,70.15841584158417,212.48017802941217,2266.92,68.9108910891089,208.2225589151822,2336.48,69.77227722772278,211.33954772050274
19,2495.74,70.91089108910893,214.33375816067175,2517.1,71.96039603960395,217.63119243794682,2478.86,69.36633663366338,209.8956023285809,2406.14,68.92079207920791,208.04753260629678,2476.3,69.21782178217819,209.45117796893902
20,2639.64,71.23762376237624,215.611679418996,2661.56,71.51485148514853,216.20188090180275,2619.86,69.80198019801982,211.21956592148504,2545.04,68.76237623762376,207.80396681393657,2617.8,70.04950495049506,211.92999321361094
21,2783.4,71.16831683168317,214.960213537297,2806.08,71.54455445544554,216.75846954337834,2760.48,69.61386138613864,210.6161037891818,2682.98,68.2871287128713,206.13619642570492,2760.24,70.5148514851485,212.9814522176157
22,2927.52,71.34653465346533,215.85112953704174,2949.16,70.83168316831683,214.3410410342134,2903.18,70.64356435643565,213.83450363838554,2822.48,69.05940594059409,208.8751797090934,2901.98,70.16831683168314,211.9437382029135
23,3071.32,71.18811881188121,214.9400170286967,3092.02,70.7227722772277,213.62320911365177,3045.74,70.57425742574259,213.95791420409984,2959.96,68.05940594059408,205.83678510070783,3043.22,69.92079207920793,211.7965295868598
24,3212.62,69.95049504950497,211.32787108491596,3234.34,70.45544554455444,212.46268175827615,3186.92,69.89108910891089,211.3922505083616,3098.98,68.82178217821783,208.06206808159433,3183.96,69.67326732673268,210.6424360677064
25,3354.72,70.34653465346534,212.55262879645005,3376.6,70.42574257425743,212.70249000006712,3328.0,69.84158415841584,211.307447923579,3237.96,68.80198019801979,207.74297072444315,3326.18,70.4059405940594,213.1733071729386
26,3497.28,70.57425742574256,213.15589638702852,3520.08,71.02970297029704,214.84469362027994,3469.54,70.06930693069305,212.3705095782048,3378.02,69.33663366336634,209.7539098621199,3468.46,70.43564356435644,213.02422383554807
27,3640.08,70.6930693069307,213.64642395589547,3664.56,71.52475247524752,216.75227748430552,3612.6,70.82178217821783,214.64690736974305,3518.2,69.39603960396042,209.70871194636646,3610.48,70.3069306930693,212.45843334297766
28,3783.08,70.79207920792078,214.073753794566,3808.48,71.24752475247524,215.67730016192428,3754.28,70.13861386138615,212.73791560790193,3657.36,68.8910891089109,208.1807292973113,3751.3,69.7128712871287,210.38955339532833
29,3923.96,69.74257425742576,210.27009847186852,3952.56,71.32673267326733,215.9232481274716,3896.7,70.50495049504948,213.4118291888931,3795.1,68.18811881188118,205.61142996771042,3892.12,69.71287128712872,210.73413097568837
30,4064.98,69.81188118811882,210.62440095354302,4096.62,71.31683168316832,215.85299764414825,4038.7,70.2970297029703,212.76708330960943,3933.6,68.56435643564359,207.19314663139824,4029.96,68.23762376237622,206.24416930535742
